Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,org:group,resource country,organization country,organization involved,org:role,concept:name,impact,product,lifecycle:transition
1-323264491,Accepted-In Progress,Reine,2009-09-22 21:52:05.000,Variant 10,10,Org line C,Sweden,se,N1 3rd,C_5,Accepted,Low,PROD476,In Progress
1-323264491,Accepted-Assigned,Reine,2009-09-22 21:55:17.000,Variant 10,10,Org line C,Sweden,se,N1 3rd,C_5,Accepted,Low,PROD476,Assigned
1-323264491,Completed-Closed,Reine,2012-05-24 18:27:49.000,Variant 10,10,Org line C,Sweden,se,N1 3rd,C_5,Completed,Low,PROD476,Closed
1-323462732,Accepted-In Progress,Rajashekar,2009-09-23 19:22:27.000,Variant 83,83,Org line A2,Sweden,in,L50 3rd,D_1,Accepted,High,PROD611,In Progress
1-323462732,Accepted-Assigned,Rajashekar,2010-01-04 18:30:17.000,Variant 83,83,Org line A2,Sweden,in,L50 3rd,D_1,Accepted,High,PROD611,Assigned
1-323462732,Accepted-In Progress,Rajashekar,2010-03-18 02:06:20.000,Variant 83,83,Org line A2,Sweden,in,L50 3rd,D_1,Accepted,High,PROD611,In Progress
1-323462732,Accepted-Assigned,Rajashekar,2010-11-09 22:05:55.000,Variant 83,83,Org line A2,Sweden,in,L50 3rd,D_1,Accepted,High,PROD611,Assigned
1-323462732,Accepted-In Progress,Rajashekar,2010-11-09 23:50:48.000,Variant 83,83,Org line A2,Sweden,in,L50 3rd,D_1,Accepted,High,PROD611,In Progress
1-323462732,Accepted-In Progress,Kalpesh,2012-03-30 16:30:47.000,Variant 83,83,Org line A2,Sweden,in,L50 3rd,D_1,Accepted,High,PROD611,In Progress
1-323462732,Accepted-Assigned,Tise,2012-03-30 16:35:44.000,Variant 83,83,Org line A2,INDIA,in,L50 3rd,D_1,Accepted,High,PROD611,Assigned
1-323462732,Accepted-In Progress,TulasiPrasad,2012-04-19 17:31:14.000,Variant 83,83,Org line A2,INDIA,in,L50 3rd,D_1,Accepted,High,PROD611,In Progress
1-323462732,Completed-Closed,TulasiPrasad,2012-04-19 17:31:38.000,Variant 83,83,Org line A2,INDIA,in,L50 3rd,D_1,Completed,High,PROD611,Closed
1-327329880,Accepted-In Progress,Carrie,2009-10-15 02:42:54.000,Variant 23,23,Org line A2,China,cn,M1 2nd,A2_2,Accepted,Medium,PROD753,In Progress
1-327329880,Accepted-Wait,Carrie,2009-12-02 23:54:37.000,Variant 23,23,Org line A2,China,cn,M1 2nd,A2_2,Accepted,Medium,PROD753,Wait
1-327329880,Accepted-In Progress,Carrie,2011-09-02 07:52:08.000,Variant 23,23,Org line A2,China,cn,M1 2nd,A2_2,Accepted,Medium,PROD753,In Progress
1-327329880,Accepted-In Progress,Carrie,2012-02-01 19:16:54.000,Variant 23,23,Org line A2,China,cn,M1 2nd,A2_2,Accepted,Medium,PROD753,In Progress
1-327329880,Completed-Closed,Carrie,2012-02-01 19:16:57.000,Variant 23,23,Org line A2,China,cn,M1 2nd,A2_2,Completed,Medium,PROD753,Closed
1-329451027,Accepted-Wait,Henrik,2009-10-27 00:17:10.000,Variant 84,84,Org line A2,Sweden,se,G357 2nd,A2_2,Accepted,Low,PROD46,Wait
1-329451027,Unmatched-Unmatched,Henrik,2009-10-27 19:27:26.000,Variant 84,84,Org line A2,Sweden,se,G357 2nd,A2_2,Unmatched,Low,PROD46,Unmatched
1-329451027,Queued-Awaiting Assignment,Henrik,2010-03-02 23:14:22.000,Variant 84,84,Org line A2,Sweden,se,G357 2nd,A2_2,Queued,Low,PROD46,Awaiting Assignment
1-329451027,Accepted-In Progress,Katarzyna,2010-03-02 23:16:10.000,Variant 84,84,Org line A2,POLAND,se,G357 2nd,A2_2,Accepted,Low,PROD46,In Progress
1-329451027,Accepted-Wait,Katarzyna,2010-03-02 23:16:18.000,Variant 84,84,Org line A2,POLAND,se,G357 2nd,A2_2,Accepted,Low,PROD46,Wait
1-329451027,Accepted-Assigned,Damian,2011-04-11 16:40:20.000,Variant 84,84,Org line A2,POLAND,se,G357 2nd,A2_2,Accepted,Low,PROD46,Assigned
1-329451027,Accepted-Assigned,Katarzyna,2011-04-11 16:41:48.000,Variant 84,84,Org line A2,POLAND,se,G357 2nd,A2_2,Accepted,Low,PROD46,Assigned
1-329451027,Accepted-Wait,Katarzyna,2011-11-28 17:51:27.000,Variant 84,84,Org line A2,POLAND,se,G357 2nd,A2_2,Accepted,Low,PROD46,Wait
1-329451027,Accepted-In Progress,Katarzyna,2012-03-30 19:23:50.000,Variant 84,84,Org line A2,POLAND,se,G357 2nd,A2_2,Accepted,Low,PROD46,In Progress
1-329451027,Completed-Closed,Katarzyna,2012-03-30 19:23:53.000,Variant 84,84,Org line A2,POLAND,se,G357 2nd,A2_2,Completed,Low,PROD46,Closed
1-329647261,Accepted-In Progress,Henrik,2009-10-27 19:12:40.000,Variant 85,85,Org line A2,Sweden,se,G357 2nd,A2_2,Accepted,Medium,PROD48,In Progress
1-329647261,Accepted-Wait,Henrik,2009-10-27 19:12:49.000,Variant 85,85,Org line A2,Sweden,se,G357 2nd,A2_2,Accepted,Medium,PROD48,Wait
1-329647261,Queued-Awaiting Assignment,Henrik,2010-03-02 23:13:43.000,Variant 85,85,Org line A2,Sweden,se,G357 2nd,A2_2,Queued,Medium,PROD48,Awaiting Assignment
1-329647261,Accepted-In Progress,Ricardo,2010-03-02 23:14:26.000,Variant 85,85,Org line A1,Brazil,se,N5 2nd,,Accepted,Medium,PROD48,In Progress
1-329647261,Accepted-In Progress,Katarzyna,2010-03-03 17:34:11.000,Variant 85,85,Org line A2,POLAND,se,G357 2nd,A2_2,Accepted,Medium,PROD48,In Progress
1-329647261,Accepted-Wait,Katarzyna,2010-06-14 06:02:03.000,Variant 85,85,Org line A2,POLAND,se,G357 2nd,A2_2,Accepted,Medium,PROD48,Wait
1-329647261,Accepted-Assigned,Damian,2011-04-11 16:42:04.000,Variant 85,85,Org line A2,POLAND,se,G357 2nd,A2_2,Accepted,Medium,PROD48,Assigned
1-329647261,Accepted-Wait,Damian,2011-11-23 21:25:39.000,Variant 85,85,Org line A2,POLAND,se,G357 2nd,A2_2,Accepted,Medium,PROD48,Wait
1-329647261,Completed-Closed,Damian,2012-01-19 18:25:41.000,Variant 85,85,Org line A2,POLAND,se,G357 2nd,A2_2,Completed,Medium,PROD48,Closed
1-330634474,Accepted-In Progress,Henrik,2009-10-30 23:19:04.000,Variant 86,86,Org line A2,Sweden,se,G357 2nd,A2_2,Accepted,Medium,PROD44,In Progress
1-330634474,Accepted-Assigned,Henrik,2009-10-30 23:27:13.000,Variant 86,86,Org line A2,Sweden,se,G357 2nd,A2_2,Accepted,Medium,PROD44,Assigned
1-330634474,Queued-Awaiting Assignment,Henrik,2010-03-02 23:13:50.000,Variant 86,86,Org line A2,Sweden,se,G357 2nd,A2_2,Queued,Medium,PROD44,Awaiting Assignment
1-330634474,Accepted-In Progress,Katarzyna,2010-03-02 23:15:25.000,Variant 86,86,Org line A2,POLAND,se,G357 2nd,A2_2,Accepted,Medium,PROD44,In Progress
1-330634474,Accepted-Wait,Katarzyna,2010-03-02 23:15:37.000,Variant 86,86,Org line A2,POLAND,se,G357 2nd,A2_2,Accepted,Medium,PROD44,Wait
1-330634474,Completed-Closed,Katarzyna,2012-03-30 19:24:30.000,Variant 86,86,Org line A2,POLAND,se,G357 2nd,A2_2,Completed,Medium,PROD44,Closed
1-331478885,Accepted-In Progress,Roger,2009-11-04 17:37:28.000,Variant 87,87,Org line A2,Sweden,se,G357 2nd,A2_2,Accepted,Medium,PROD46,In Progress
1-331478885,Accepted-In Progress,Roger,2010-03-04 01:21:55.000,Variant 87,87,Org line A2,Sweden,se,G357 2nd,A2_2,Accepted,Medium,PROD46,In Progress
1-331478885,Accepted-Assigned,Piotr,2010-03-04 01:22:18.000,Variant 87,87,Org line A2,POLAND,se,G357 2nd,A2_2,Accepted,Medium,PROD46,Assigned
1-331478885,Accepted-Assigned,Piotr,2010-05-25 00:34:58.000,Variant 87,87,Org line A2,POLAND,se,G357 2nd,A2_2,Accepted,Medium,PROD46,Assigned
1-331478885,Accepted-Assigned,Henrik,2010-08-09 20:09:59.000,Variant 87,87,Org line A2,Sweden,se,G357 2nd,A2_2,Accepted,Medium,PROD46,Assigned
1-331478885,Accepted-In Progress,Katarzyna,2012-04-02 17:48:59.000,Variant 87,87,Org line A2,POLAND,se,G357 2nd,A2_2,Accepted,Medium,PROD46,In Progress
1-331478885,Completed-Closed,Katarzyna,2012-04-02 17:49:30.000,Variant 87,87,Org line A2,POLAND,se,G357 2nd,A2_2,Completed,Medium,PROD46,Closed
1-332389008,Queued-Awaiting Assignment,Ingela,2009-11-10 02:08:14.000,Variant 88,88,Org line V2,Sweden,se,T12,,Queued,Medium,PROD42,Awaiting Assignment
1-332389008,Accepted-In Progress,Ingela,2009-11-24 19:11:50.000,Variant 88,88,Org line V2,Sweden,se,T12,,Accepted,Medium,PROD42,In Progress
1-332389008,Accepted-Wait,Ingela,2010-09-10 18:15:16.000,Variant 88,88,Org line V2,Sweden,se,T12,,Accepted,Medium,PROD42,Wait
1-332389008,Accepted-In Progress,Ingela,2011-03-28 20:22:46.000,Variant 88,88,Org line V2,Sweden,se,T12,,Accepted,Medium,PROD42,In Progress
1-332389008,Accepted-Wait,Ingela,2012-01-05 01:23:26.000,Variant 88,88,Org line V2,Sweden,se,T12,,Accepted,Medium,PROD42,Wait
1-332389008,Completed-Closed,Ingela,2012-04-13 21:11:36.000,Variant 88,88,Org line V2,Sweden,se,T12,,Completed,Medium,PROD42,Closed
1-333164156,Accepted-In Progress,Liesbet,2009-11-12 23:11:27.000,Variant 89,89,Org line A2,Belgium,be,G42 3rd,A2_1,Accepted,Medium,PROD787,In Progress
1-333164156,Accepted-In Progress,Liesbet,2010-09-17 18:03:52.000,Variant 89,89,Org line A2,Belgium,be,G42 3rd,A2_1,Accepted,Medium,PROD787,In Progress
1-333164156,Queued-Awaiting Assignment,Timothy,2010-11-13 04:52:19.000,Variant 89,89,Org line A2,United Kingdom,be,G42 3rd,A2_1,Queued,Medium,PROD787,Awaiting Assignment
1-333164156,Accepted-Assigned,Ian,2010-11-24 00:40:22.000,Variant 89,89,Org line A2,United Kingdom,be,G42 3rd,A2_1,Accepted,Medium,PROD787,Assigned
1-333164156,Accepted-Assigned,Alan,2011-01-08 00:25:04.000,Variant 89,89,Org line A2,United Kingdom,be,G42 3rd,A2_1,Accepted,Medium,PROD787,Assigned
1-333164156,Accepted-Wait,Alan,2011-01-12 02:43:42.000,Variant 89,89,Org line A2,United Kingdom,be,G42 3rd,A2_1,Accepted,Medium,PROD787,Wait
1-333164156,Accepted-In Progress,Lars,2011-05-19 23:15:16.000,Variant 89,89,Org line V11,Denmark,be,C8,,Accepted,Medium,PROD787,In Progress
1-333164156,Queued-Awaiting Assignment,Ibrahim,2011-05-19 23:19:04.000,Variant 89,89,Org line A2,Belgium,be,G8 2nd,A2_2,Queued,Medium,PROD787,Awaiting Assignment
1-333164156,Accepted-In Progress,Ibrahim,2011-08-25 22:54:01.000,Variant 89,89,Org line A2,Belgium,be,G8 2nd,A2_2,Accepted,Medium,PROD787,In Progress
1-333164156,Queued-Awaiting Assignment,Ward,2011-08-25 22:54:43.000,Variant 89,89,Org line A2,Belgium,be,G7 3rd,A2_4,Queued,Medium,PROD787,Awaiting Assignment
1-333164156,Accepted-Assigned,Liesbet,2011-08-25 22:55:33.000,Variant 89,89,Org line A2,Belgium,be,G7 3rd,A2_4,Accepted,Medium,PROD787,Assigned
1-333164156,Accepted-In Progress,Liesbet,2011-10-27 01:37:30.000,Variant 89,89,Org line A2,Belgium,be,G7 3rd,A2_4,Accepted,Medium,PROD787,In Progress
1-333164156,Completed-Closed,Liesbet,2012-03-30 20:15:20.000,Variant 89,89,Org line A2,Belgium,be,G7 3rd,A2_4,Completed,Medium,PROD787,Closed
1-335260940,Accepted-In Progress,Joris,2009-11-24 19:14:43.000,Variant 90,90,Org line A2,Belgium,se,N15 2nd,A2_1,Accepted,Medium,PROD180,In Progress
1-335260940,Queued-Awaiting Assignment,Joris,2009-11-30 20:15:01.000,Variant 90,90,Org line A2,Belgium,se,N15 2nd,A2_1,Queued,Medium,PROD180,Awaiting Assignment
1-335260940,Accepted-In Progress,Joris,2010-03-14 23:10:26.000,Variant 90,90,Org line A2,Belgium,se,N15 2nd,A2_1,Accepted,Medium,PROD180,In Progress
1-335260940,Unmatched-Unmatched,Joris,2010-03-14 23:10:36.000,Variant 90,90,Org line A2,Belgium,se,N15 2nd,A2_1,Unmatched,Medium,PROD180,Unmatched
1-335260940,Completed-Closed,Joris,2012-01-18 23:56:41.000,Variant 90,90,Org line A2,Belgium,se,N15 2nd,A2_1,Completed,Medium,PROD180,Closed
1-337229341,Unmatched-Unmatched,Lars,2009-12-04 21:40:14.000,Variant 91,91,Org line A2,Sweden,se,G356 2nd,A2_3,Unmatched,Major,PROD147,Unmatched
